年份,季度,企业,品牌,车型,排量,原城市,流向城市,车龄年,数量
2017,第二季度,广汽本田,本田,雅阁,2.4L,鞍山市,盘锦市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,大理白族自治州,大理白族自治州,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,大理白族自治州,大理白族自治州,13-14年,5
2017,第二季度,广汽本田,本田,雅阁,2.3L,东营市,东营市,15年以上,9
2017,第二季度,广汽本田,本田,雅阁,2.0L,温州市,温州市,7-8年,30
2017,第二季度,广汽本田,本田,雅阁,2.0L,金华市,金华市,1-2年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,宁波市,11-12年,14
2017,第二季度,广汽本田,本田,雅阁,2.0L,贵阳市,玉林市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,南通市,朝阳市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,清远市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,长春市,长春市,8-9年,14
2017,第二季度,广汽本田,本田,雅阁,2.0L,乐山市,乐山市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,佛山市,广州市,2-3年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,大连市,大连市,1-2年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,湛江市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,秦皇岛市,张家口市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,阜阳市,阜阳市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,上海市,茂名市,9-10年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,龙岩市,龙岩市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,济宁市,营口市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,红河哈尼族彝族自治州,红河哈尼族彝族自治州,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,滁州市,济宁市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,抚州市,赣州市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,漳州市,漳州市,9-10年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,赤峰市,赤峰市,9-10年,8
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,朝阳市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,青岛市,青岛市,4-5年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,忻州市,忻州市,11-12年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,辽阳市,辽阳市,9-10年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,淮南市,淮南市,14-15年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,泰州市,泰州市,15年以上,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,白银市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,安阳市,安阳市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,宜春市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,云浮市,云浮市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,黑河市,黑河市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,杭州市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,九江市,九江市,7-8年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,郑州市,安阳市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,丽水市,宁波市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,长春市,哈尔滨市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,蚌埠市,蚌埠市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,延安市,延安市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,阿克苏地区,阿克苏地区,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,伊犁哈萨克自治州,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,延边朝鲜族自治州,延边朝鲜族自治州,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,邵阳市,邵阳市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,娄底市,娄底市,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,嘉兴市,嘉兴市,11-12年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,呼伦贝尔市,呼伦贝尔市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,阜新市,大连市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,芜湖市,宣城市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,大同市,太原市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,芜湖市,包头市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,鹤岗市,鹤岗市,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,湖州市,安庆市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,清远市,临夏回族自治州,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,茂名市,茂名市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,延安市,延安市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,上海市,上海市,15年以上,78
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,广州市,1-2年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,衢州市,湛江市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,沈阳市,丹东市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,凉山彝族自治州,凉山彝族自治州,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,贵阳市,常德市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宣城市,杭州市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,昆明市,昆明市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,鹤岗市,鹤岗市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,周口市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,娄底市,长沙市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,赤峰市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,延安市,巴彦淖尔市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,南京市,10-11年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,毕节市,湛江市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,厦门市,松原市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,银川市,银川市,8-9年,17
2017,第二季度,广汽本田,本田,雅阁,2.4L,赤峰市,赤峰市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,达州市,达州市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,青岛市,青岛市,15年以上,12
2017,第二季度,广汽本田,本田,雅阁,2.4L,阿克苏地区,乌鲁木齐市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,云浮市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,长春市,哈尔滨市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,郑州市,阿克苏地区,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宜春市,宜春市,6-7年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,南京市,7-8年,25
2017,第二季度,广汽本田,本田,雅阁,2.4L,呼和浩特市,乌鲁木齐市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,济宁市,济宁市,8-9年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,郑州市,开封市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,温州市,成都市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,深圳市,深圳市,13-14年,12
2017,第二季度,广汽本田,本田,雅阁,2.0L,厦门市,潍坊市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,阿克苏地区,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,福州市,玉林市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,芜湖市,汕头市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,乌鲁木齐市,伊犁哈萨克自治州,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,濮阳市,阿坝藏族羌族自治州,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,昌吉回族自治州,昌吉回族自治州,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,本溪市,本溪市,8-9年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,淮安市,淮安市,5-6年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,抚州市,揭阳市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,永州市,云浮市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,鄂尔多斯市,鄂尔多斯市,14-15年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,资阳市,资阳市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,重庆市,临夏回族自治州,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,蚌埠市,蚌埠市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,周口市,周口市,5-6年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,桂林市,桂林市,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,3.5L,沈阳市,沈阳市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,烟台市,烟台市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,揭阳市,揭阳市,11-12年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,金华市,连云港市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,濮阳市,濮阳市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,贵阳市,安顺市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,沈阳市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宝鸡市,宝鸡市,11-12年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,盐城市,盐城市,10-11年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,长治市,晋中市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,阜阳市,阜阳市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,昆明市,昆明市,15年以上,7
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,揭阳市,9-10年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,哈尔滨市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,定西市,定西市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,淮北市,淮北市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,攀枝花市,吴忠市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,齐齐哈尔市,哈尔滨市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,四平市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,茂名市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,临汾市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,太原市,和田地区,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,3.5L,晋中市,晋中市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,郑州市,济源市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,东莞市,河源市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,娄底市,揭阳市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,郑州市,郑州市,14-15年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,宜昌市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,福州市,福州市,11-12年,12
2017,第二季度,广汽本田,本田,雅阁,2.4L,南平市,揭阳市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,泸州市,乌鲁木齐市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,遂宁市,遂宁市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,邯郸市,邯郸市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,大庆市,齐齐哈尔市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,湛江市,4-5年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,邯郸市,石家庄市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,齐齐哈尔市,齐齐哈尔市,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,青岛市,青岛市,10-11年,20
2017,第二季度,广汽本田,本田,雅阁,2.4L,廊坊市,葫芦岛市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,阿勒泰地区,阿勒泰地区,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,长沙市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,曲靖市,丽江市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,淄博市,大同市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,庆阳市,阿坝藏族羌族自治州,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,宁波市,潮州市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,岳阳市,长沙市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,台州市,阳江市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,黄冈市,湛江市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,嘉兴市,嘉兴市,12-13年,16
2017,第二季度,广汽本田,本田,雅阁,2.4L,邵阳市,邵阳市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,临沂市,大连市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,榆林市,银川市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,柳州市,柳州市,15年以上,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,泉州市,泉州市,2-3年,3
2017,第二季度,广汽本田,本田,雅阁,2.3L,湘潭市,湘潭市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,郑州市,潜江市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,永州市,永州市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,大庆市,哈尔滨市,4-5年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,德阳市,德阳市,5-6年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,南京市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,茂名市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,泰州市,大连市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宣城市,茂名市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,包头市,包头市,4-5年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,宁德市,宁德市,14-15年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,济宁市,大连市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,宿迁市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,铁岭市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,哈尔滨市,哈尔滨市,14-15年,7
2017,第二季度,广汽本田,本田,雅阁,2.4L,哈尔滨市,哈尔滨市,6-7年,32
2017,第二季度,广汽本田,本田,雅阁,2.0L,西安市,西安市,7-8年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,郴州市,郴州市,9-10年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,吉林市,哈尔滨市,2-3年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,宿迁市,临沂市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,常德市,常德市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,绍兴市,嘉兴市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,桂林市,桂林市,7-8年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,漯河市,漯河市,11-12年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,上海市,芜湖市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,大连市,大连市,7-8年,13
2017,第二季度,广汽本田,本田,雅阁,2.4L,荆州市,荆州市,9-10年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,汕头市,揭阳市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,湛江市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,镇江市,和田地区,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,深圳市,2-3年,13
2017,第二季度,广汽本田,本田,雅阁,2.0L,中卫市,银川市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,汕尾市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,锦州市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,邵阳市,邵阳市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,忻州市,忻州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,绍兴市,绍兴市,2-3年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,吕梁市,大同市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,长春市,9-10年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,临夏回族自治州,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,河源市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,鸡西市,鸡西市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,四平市,四平市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,锦州市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,深圳市,湛江市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,枣庄市,枣庄市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,广州市,河源市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,威海市,潍坊市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,和田地区,和田地区,14-15年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,安庆市,铜陵市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南昌市,揭阳市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,汕头市,汕头市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,吉林市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,揭阳市,揭阳市,5-6年,3
2017,第二季度,广汽本田,本田,雅阁,3.0L,苏州市,克孜勒苏柯尔克孜自治州,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,白城市,白城市,9-10年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,南昌市,梅州市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,杭州市,15年以上,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,呼伦贝尔市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,惠州市,惠州市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,成都市,5-6年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,包头市,阿拉善盟,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,钦州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,吉林市,长春市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,韶关市,韶关市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,宜宾市,银川市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,凉山彝族自治州,凉山彝族自治州,13-14年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,昆明市,成都市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,福州市,银川市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,银川市,银川市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,延安市,延安市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,垦区,辽阳市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,徐州市,徐州市,10-11年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,湘西土家族苗族自治州,常德市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,洛阳市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,温州市,云浮市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,湛江市,海口市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,阳泉市,阳泉市,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,2.3L,广州市,茂名市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,白城市,8-9年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,驻马店市,哈尔滨市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,揭阳市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,三亚市,海口市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,保定市,保定市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,德州市,济南市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,滁州市,大庆市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南京市,南京市,4-5年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,营口市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,广州市,9-10年,28
2017,第二季度,广汽本田,本田,雅阁,2.0L,太原市,太原市,3-4年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,昌吉回族自治州,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,吉林市,延边朝鲜族自治州,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,辽阳市,鞍山市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,塔城地区,喀什地区,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,济宁市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,鞍山市,沈阳市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,郴州市,郴州市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,内江市,成都市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,滁州市,滁州市,11-12年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,黔西南布依族苗族自治州,黔西南布依族苗族自治州,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,锡林郭勒盟,包头市,4-5年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,黄山市,沈阳市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,河源市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.3L,西双版纳傣族自治州,西双版纳傣族自治州,15年以上,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,丹东市,丹东市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,西安市,酒泉市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,沈阳市,沈阳市,7-8年,12
2017,第二季度,广汽本田,本田,雅阁,2.0L,黄石市,荆门市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,湖州市,湖州市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,衡水市,衡水市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南阳市,新乡市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,临汾市,临汾市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,自贡市,自贡市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,成都市,防城港市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,无锡市,无锡市,6-7年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,六盘水市,六盘水市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,长沙市,益阳市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,张掖市,张掖市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,昭通市,昭通市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,汕尾市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,阳江市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,九江市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,鹤岗市,鹤岗市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,北京市,伊犁哈萨克自治州,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,宁波市,汕头市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,金华市,河源市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,恩施土家族苗族自治州,恩施土家族苗族自治州,12-13年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,南昌市,南昌市,11-12年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,滨州市,滨州市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,黄山市,常德市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,秦皇岛市,秦皇岛市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,济宁市,济宁市,7-8年,8
2017,第二季度,广汽本田,本田,雅阁,2.4L,南昌市,大庆市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,巴音郭楞蒙古自治州,阿克苏地区,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,伊犁哈萨克自治州,阿克苏地区,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,廊坊市,哈尔滨市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,湛江市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,宁波市,杭州市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,昌吉回族自治州,乌鲁木齐市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.3L,开封市,开封市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,连云港市,连云港市,13-14年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,济宁市,济宁市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,贵阳市,贵阳市,11-12年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,湛江市,广州市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,包头市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,泸州市,成都市,4-5年,2
